Order_No,Order_date,Customer_Name,Address,City,State,Customer_Type,Account_Manager,Order_Priority,Product_Name,Product_Category,Product_Container,Ship_Mode,Ship_Date,Cost_Price,Retail_Price,Profit_Margin,Order_Quantity,Sub_Total,Discount_percent,Discount_Amount,Order_Total,Shipping_Cost,Grand_Total
5428-1,25-02-2014,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Home Office,Stevie Bacata,Critical,"Creator Colored Pencils, 12/Box",Office Supplies,Small Box,Regular Air,27-02-2014,1.3,2.88,1.58,50,85.28,9.0,6.82,78.46,1.01,79.44
5428-1,25-12-2014,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Corporate,Charlie Bui,Low,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,27-12-2014,21.56,36.55,14.99,22,2949.97,10.0,45.0,1589.84,13.89,1543.59
5428-1,25-02-2014,Bobby Elias,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,High,Creator Colored Pencils,Office Supplies,Small Box,Regular Air,26-02-2014,1.57,3.28,1.71,11,85.28,1.0,6.82,78.46,0.98,79.44
5428-1,25-02-2014,Bobby Elias,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Medium,Creator Colored Pencils,Office Supplies,Small Pack,Regular Air,26-02-2014,1.57,3.28,1.71,34,85.28,4.0,6.82,78.46,0.98,79.44
5428-1,25-02-2014,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,High,Creator Colored Pencils,Office Supplies,Wrap Bag,Regular Air,26-02-2014,1.57,3.28,1.71,29,85.28,3.0,6.82,78.46,0.98,79.44
5428-1,25-02-2014,Jhrip Luxen,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,Creator Colored Pencils,Furniture,Large Box,Regular Air,26-02-2014,1.57,3.28,1.71,,85.28,4.0,6.82,78.46,0.98,79.44
5429-1,30-03-2013,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,31-03-2013,2.45,3.89,1.44,8,52.93,7.0,0.17,59.33,7.01,60.68
5429-1,8/6/2014,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Bagged Rubber Bands,Office Supplies,Small Box,Express Air,10/6/2014,0.24,1.26,1.02,27,90.08,0.0,5.44,80.62,0.7,83.57
5429-1,1/11/2013,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Small Business,Mihael Khan,Low,Artisan 48 Labels,Technology,Jumbo Drum,Delivery Truck,2/11/2013,3.84,6.3,2.46,47,136.04,2.0,5.05,121.83,0.5,132.95
5429-1,31-05-2013,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Apex Box Cutter Scissors,Office Supplies,Small Box,Express Air,2/6/2013,4.19,10.23,6.04,42,465.56,7.0,18.56,422.1,4.68,423.29
5429-1,15-05-2014,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,High,Lumi Crayons,Furniture,Small Pack,Regular Air,16-05-2014,5.22,9.85,4.63,1,89.5,10.0,0.0,89.5,4.82,94.97
5429-1,31-05-2013,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2/6/2013,2.52,4.0,1.48,41,125.0,7.0,12.54,121.74,1.3,122.74
5429-1,20-01-2015,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,21-01-2015,1.59,2.61,1.02,8,127.24,4.0,11.12,127.76,0.5,122.16
5429-1,25-10-2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Medium,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,27-10-2013,1.94,3.08,1.14,20,452.0,6.0,45.28,412.0,0.99,413.99
5430-1,25-02-2014,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Corporate,Charlie Bui,Medium,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,27-02-2014,3.75,7.08,3.33,27,220.44,4.0,6.61,213.83,2.35,215.33
5430-1,4/12/2015,Cari Schnelling,"273 George Street,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Critical,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,3/12/2015,0.87,1.81,0.94,36,80.64,1.0,8.06,72.58,0.75,73.58
5430-1,25-02-2014,Patrick Junes,"Hoyts Entertainment Quarter 122 Lang Road,Moore Parra",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,27-02-2014,3.75,7.08,3.33,44,220.44,2.0,6.61,213.83,2.35,215.33
5430-1,25-02-2014,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Consumer,Charlie Bui,Critical,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,27-02-2014,4.89,7.64,2.75,34,220.44,3.0,6.61,213.83,1.39,215.33
5430-1,4/7/2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Small Pack,Express Air,6/7/2014,3.75,7.08,3.33,22,220.44,7.0,6.61,213.83,2.35,215.33
5431-1,7/8/2014,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,9/8/2014,1.84,2.88,1.04,20,88.06,7.0,1.76,80.64,0.99,88.34
5431-1,2/3/2014,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Binder Posts,Office Supplies,Small Box,Regular Air,3/3/2014,3.5,5.74,2.24,10,29.17,6.0,0.58,28.59,5.01,34.85
5431-1,8/12/2013,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Express Air,8/12/2013,2.5,5.68,3.18,29,136.34,10.0,3.06,121.86,3.6,123.07
5432-1,28-02-2014,Lena Radford,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Not Specified,12 Colored Short Pencils,Technology,Medium Box,Regular Air,1/3/2014,1.09,2.6,1.51,18,44.1,0.0,1.76,42.34,2.4,43.04
5432-1,28-02-2014,Lena Radford,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,1/3/2014,0.9,2.1,1.2,30,44.1,3.0,1.76,42.34,0.7,43.04
5432-1,19-11-2014,Brendan Murry,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Furniture,Small Pack,Regular Air,21-11-2014,54.29,90.48,36.19,27,2508.56,7.0,181.45,2246.75,19.99,2296.75
5432-1,28-02-2014,Lena Radford,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Low,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,1/3/2014,0.9,2.1,1.2,33,44.1,7.0,1.76,42.34,0.7,43.04
5433-1,25-02-2014,Tracy Hobs,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,27-02-2014,3.75,7.08,3.33,44,220.44,3.0,6.61,213.83,2.35,215.33
5433-1,25-02-2014,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Corporate,Charlie Bui,Low,Beekin 6 Outlet Metallic Surge Strip,Technology,Small Box,Regular Air,27-02-2014,4.46,10.89,6.43,8,220.44,1.0,6.61,213.83,4.5,215.33
5433-1,19-05-2013,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Express Air,20-05-2013,1.94,3.08,1.14,36,131.5,10.0,3.61,129.05,0.99,123.04
5433-1,25-02-2014,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,Charlie Bui,High,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,27-02-2014,3.75,7.08,3.33,23,220.44,8.0,6.61,213.83,2.35,215.33
5433-1,23-01-2014,Mark Van Huff,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Artisan 474 Labels,Technology,Large Box,Regular Air,25-01-2014,1.84,2.88,1.04,5,374.44,2.0,0.0,47.42,0.99,46.12
5433-1,25-02-2014,Drenn Jones,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,27-02-2014,3.75,7.08,3.33,38,220.44,3.0,6.61,213.83,2.35,215.33
5434-1,23-02-2013,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,Natasha Song,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,23-02-2013,8.92,29.74,20.82,50,492.86,0.0,0.0,493.5,6.64,300.0
5434-1,9/6/2013,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,Smiths Colored Bar Computer Paper,Office Supplies,Small Box,Regular Air,9/6/2013,21.97,35.44,13.47,28,544.5,10.0,39.01,492.55,4.92,500.0
5434-1,6/3/2014,Delfina Latchford,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Technology,Small Box,Regular Air,7/3/2014,4.46,10.89,6.43,38,348.48,9.0,34.85,313.63,4.5,318.13
5434-1,1/5/2013,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Low,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2/5/2013,2.29,3.69,1.4,40,149.5,4.0,4.49,145.02,0.5,146.52
5435-1,16-10-2014,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,High,Artisan 479 Labels,Technology,Small Pack,Regular Air,18-10-2014,1.59,2.61,1.02,32,144.0,8.0,1.44,142.56,0.5,143.86
5435-1,25-07-2015,Valerie Mitchmen,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Artisan Non-Stick Binders,Technology,Small Box,Regular Air,27-07-2015,2.74,4.49,1.75,13,83.52,4.0,2.63,84.11,1.49,73.68
5435-1,25-02-2014,Gary Hwang,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Low,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,27-02-2014,0.93,1.6,0.67,32,220.44,10.0,6.61,213.83,1.29,215.33
5436-1,4/7/2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,Smiths Standard Envelopes,Technology,Jumbo Drum,Delivery Truck,6/7/2014,3.52,5.68,2.16,5,220.44,1.0,6.61,213.83,1.39,213.33
5436-1,11/3/2014,Rick Duston,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Airmail Envelopes,Office Supplies,Wrap Bag,Regular Air,12/3/2014,52.04,83.93,31.89,22,4196.5,9.0,419.65,3776.85,19.99,3796.84
5436-1,13-01-2014,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,High,Airmail Envelopes,Office Supplies,Small Box,Regular Air,18-01-2014,52.04,83.93,31.89,40,4196.5,3.0,419.65,3776.85,19.99,3796.84
5438-1,7/8/2014,John Lucas,"178 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,9/8/2014,0.93,1.48,0.55,32,88.96,6.0,3.76,86.96,0.7,82.15
5438-1,25-03-2015,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,27-03-2015,2.5,5.68,3.18,1,93.52,6.0,0.0,99.66,3.6,92.64
5438-1,12/3/2014,Matt Collister,"97 Glebe Point Rd,Glebe",Sydney,NSW,Small Business,Nicholas Fernandes,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Wrap Bag,Regular Air,13-03-2014,21.56,35.94,14.38,2,504.9,4.0,10.1,494.8,6.66,501.98
5438-1,16-12-2013,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,19-12-2013,1.84,2.88,1.04,34,40.3,5.0,2.0,38.36,0.99,39.02
5438-1,4/4/2014,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,5/4/2014,3.84,6.3,2.46,8,113.4,1.0,11.34,102.06,0.5,102.56
5439-1,5/7/2013,Robert Barroso,"163 Concord Road,North Strathfield",Sydney,NSW,Consumer,Charlie Bui,Low,Steady Major Accent Highlighters,Technology,Jumbo Drum,Delivery Truck,7/7/2013,3.75,7.08,3.33,34,240.72,2.0,6.22,233.5,2.35,235.85
5439-1,5/7/2013,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,7/7/2013,3.75,7.08,3.33,11,240.72,1.0,7.22,233.5,2.35,235.85
5439-1,13-03-2014,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,13-03-2014,3.75,7.08,3.33,38,240.72,4.0,7.22,233.5,2.35,235.85
5439-1,13-03-2014,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,13-03-2014,3.75,7.08,3.33,27,240.72,3.0,7.22,233.5,2.35,235.85
5439-1,13-03-2014,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,13-03-2014,3.75,7.08,3.33,31,240.72,4.0,7.22,233.5,2.35,235.85
5439-1,4/1/2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Critical,Cando S750 Color Inkjet Printer,Technology,Small Box,Regular Air,6/1/2014,75.0,120.97,45.97,39,2240.98,0.0,45.0,2216.76,26.3,2226.74
5439-1,13-03-2014,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,Steady Major Accent Highlighters,Technology,Small Box,Regular Air,13-03-2014,3.75,7.08,3.33,5,240.72,3.0,7.22,233.5,2.35,235.85
5440-1,18-09-2014,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,20-09-2014,4.46,10.89,6.43,48,258.3,7.0,0.0,258.3,4.5,263.31
5440-1,9/8/2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Express Air,16-08-2013,13.88,22.38,8.5,7,880.16,5.0,38.23,708.06,15.1,735.26
5440-1,21-07-2013,Adam Shillingsburg,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,Not Specified,Smiths Colored Bar Computer Paper,Office Supplies,Wrap Bag,Regular Air,23-07-2013,21.97,35.44,13.47,42,469.9,5.0,38.97,457.25,4.92,450.57
5440-1,10/8/2013,Edward Hooks,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Amtisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,12/8/2013,5.33,8.6,3.27,19,287.0,0.0,28.7,258.3,6.19,263.31
5442-1,4/7/2014,Patrick ODonnell,"22 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Low,Barrel Sharpener,Office Supplies,Wrap Bag,Express Air,5/7/2014,1.46,3.57,2.11,33,136.04,7.0,10.36,121.8,4.17,131.06
5443-1,18-11-2013,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,20-11-2013,3.5,5.74,2.24,10,63.12,9.0,6.14,61.6,5.01,63.47
5443-1,28-08-2014,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,29-08-2014,1.84,2.88,1.04,1,49.3,10.0,3.95,45.44,0.99,46.04
5443-1,13-09-2014,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,21-09-2014,0.94,2.08,1.14,46,119.84,5.0,5.93,119.61,2.56,110.63
5443-1,3/8/2013,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,3/8/2013,6.39,19.98,13.59,15,232.8,4.0,2.24,211.52,4.0,226.54
5443-1,29-03-2014,Ralph Knight,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Box,Regular Air,30-03-2014,4.1,9.31,5.21,27,131.4,3.0,6.57,126.83,3.98,131.63
5444-1,25-06-2015,Beth Paige,"73 York St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,26-06-2015,1.18,1.88,0.7,1,9.4,2.0,0.75,8.65,1.49,10.14
5444-1,17-03-2014,Carl Ludwig,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,18-03-2014,7.13,20.98,13.85,12,743.5,2.0,0.0,743.5,5.42,750.14
5444-1,13-03-2014,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,12/3/2014,8.92,29.74,20.82,46,743.5,5.0,0.0,743.5,6.64,750.14
5444-1,26-06-2013,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,Smiths Gold Paper Clips,Office Supplies,Small Box,Express Air,27-06-2013,1.82,2.98,1.16,26,8.94,3.0,0.8,8.14,1.58,9.62
5445-1,17-03-2014,Chad Cunningham,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,18-03-2014,60.59,100.98,40.39,1,744.24,8.0,0.0,744.24,7.18,749.16
5445-1,14-02-2014,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,16-02-2014,3.84,6.3,2.46,43,120.68,3.0,12.01,113.18,0.5,113.09
5445-1,8/6/2014,John Lee,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Critical,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,10/6/2014,8.82,20.99,12.17,17,82.72,5.0,8.52,760.91,4.81,756.75
5445-1,15-02-2014,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,20-02-2014,2.29,3.58,1.29,10,107.0,6.0,0.0,106.5,1.63,104.0
5445-1,5/6/2013,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Medium,12 Colored Short Pencils,Technology,Small Box,Regular Air,5/6/2013,1.09,2.6,1.51,9,116.92,10.0,9.04,106.82,2.4,107.05
5445-1,10/12/2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,11/12/2014,1.18,1.88,0.7,47,47.2,7.0,4.76,43.2,1.49,45.0
5446-1,2/3/2014,Muth Yarre,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Phoebe Gour,Low,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,3/3/2014,2.26,3.58,1.32,38,139.62,6.0,0.0,139.62,5.47,145.09
5446-1,25-09-2015,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,27-09-2015,8.92,29.74,20.82,27,636.02,0.0,32.17,528.39,6.64,531.69
5446-1,8/5/2014,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,12/5/2014,2.26,3.58,1.32,3,139.62,0.0,0.0,139.62,5.47,145.09
5447-1,27-12-2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,29-12-2014,5.19,12.98,7.79,41,552.25,10.0,30.39,528.39,3.14,531.84
5448-1,4/4/2014,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,5/4/2014,3.84,6.3,2.46,17,113.4,9.0,11.34,102.06,0.5,102.56
5449-1,28-03-2014,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,Mihael Khan,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,28-03-2014,6.39,19.98,13.59,37,526.38,3.0,15.79,510.59,4.0,522.98
5449-1,23-03-2013,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,26-03-2013,2.26,3.58,1.32,24,23.06,10.0,2.16,20.36,5.47,22.66
5449-1,24-02-2014,Pauline Chand,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Low,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,26-02-2014,0.94,1.88,0.94,37,536.52,4.0,10.43,522.19,0.79,516.99
5449-1,28-03-2014,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,High,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,28-03-2014,11.04,16.98,5.94,18,526.38,10.0,15.79,510.59,12.39,522.98
5450-1,3/9/2013,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,5/9/2013,3.32,5.18,1.86,10,101.26,10.0,2.32,90.68,2.04,92.33
5450-1,29-03-2014,Ralph Knight,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Small Business,Charlie Bui,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,30-03-2014,4.53,7.3,2.77,8,131.4,10.0,6.57,124.83,7.72,132.55
5450-1,4/4/2014,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,Yvette Biti,Critical,"Alto Parchment Paper, Assorted Colors",Technology,Small Box,Regular Air,5/4/2014,4.59,7.28,2.69,8,153.98,0.0,5.21,147.69,11.15,141.38
5450-1,21-09-2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,22-09-2014,1.59,2.61,1.02,3,33.68,0.0,2.63,30.63,0.5,31.32
5450-1,19-03-2014,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,21-03-2014,2.26,3.58,1.32,8,131.04,4.0,5.57,129.45,5.47,124.45
5450-2,5/7/2013,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Critical,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,7/7/2013,2.39,4.26,1.87,46,140.4,9.0,7.02,133.38,1.2,141.16
5451-1,31-03-2014,Roland Murray,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,Critical,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,31-03-2014,21.56,36.55,14.99,33,9.11,5.0,0.91,8.2,13.89,10.45
5451-1,31-03-2014,Roland Murray,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,DrawIt Colored Pencils,Office Supplies,Small Box,Express Air,31-03-2014,4.37,9.11,4.74,21,9.11,0.0,0.91,8.2,2.25,10.45
5451-1,31-03-2014,Roland Murray,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,31-03-2014,21.56,36.55,14.99,15,9.11,0.0,0.91,8.2,13.89,10.45
5452-1,5/6/2013,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Low,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,5/6/2013,5.19,12.98,7.79,34,133.68,3.0,12.04,131.76,3.14,132.36
5453-1,1/4/2014,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Box,Regular Air,2/4/2014,16.8,40.97,24.17,22,1802.68,2.0,144.21,1658.47,8.99,1667.46
